record_view,candidate_id,candidate_alias,candidate_role,test_id,test_type,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267du_01_s258_stc_2023h2_handoff_repair_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2023h2,s258_stc_table_handoff_repair_2023h2,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2023-07,38,35.39,215.15,-179.76,1.196874,0.931316,0.526316,10.7575,-9.986667,1.077186,54.49,9.237472,26,0.763158,4,0.649477,measured_slice(측정 구간)
mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267du_01_s258_stc_2023h2_handoff_repair_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2023h2,s258_stc_table_handoff_repair_2023h2,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2023-08,60,367.19,581.46,-214.27,2.713679,6.119833,0.683333,14.181951,-11.277368,1.257559,64.51,7.114812,7,0.5,4,5.691986,measured_slice(측정 구간)
mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267du_01_s258_stc_2023h2_handoff_repair_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2023h2,s258_stc_table_handoff_repair_2023h2,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2023-09,48,151.58,481.23,-329.65,1.459821,3.157917,0.625,16.041,-18.313889,0.875893,58.44,10.971557,11,0.666667,3,2.593771,measured_slice(측정 구간)
mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267du_01_s258_stc_2023h2_handoff_repair_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2023h2,s258_stc_table_handoff_repair_2023h2,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2023-10,69,333.89,737.07,-403.18,1.828141,4.838986,0.57971,18.42675,-13.902759,1.325402,74.84,14.77708,18,0.768116,3,4.461384,measured_slice(측정 구간)
mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267du_01_s258_stc_2023h2_handoff_repair_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2023h2,s258_stc_table_handoff_repair_2023h2,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2023-11,28,55.54,362.29,-306.75,1.181059,1.983571,0.464286,27.868462,-20.45,1.362761,171.31,31.72995,15,0.785714,3,0.324208,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267du_01_s258_stc_2023h2_handoff_repair_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2023h2,s258_stc_table_handoff_repair_2023h2,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2023-12,22,282.04,475.87,-193.83,2.45509,12.82,0.727273,29.741875,-32.305,0.920659,54.74,10.395184,5,0.5,2,5.152357,measured_slice(측정 구간)
mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267du_02_s258_stc_2025h1_handoff_repair_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2025h1,s258_stc_table_handoff_repair_2025h1,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2025-01,61,12.51,247.61,-235.1,1.053211,0.205082,0.47541,8.538276,-7.346875,1.162164,55.94,10.846,23,0.901639,5,0.223632,measured_slice(측정 구간)
mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267du_02_s258_stc_2025h1_handoff_repair_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2025h1,s258_stc_table_handoff_repair_2025h1,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2025-02,55,135.07,432.9,-297.83,1.453514,2.455818,0.545455,14.43,-11.9132,1.211261,73.58,11.354763,17,0.763636,5,1.835689,measured_slice(측정 구간)
mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267du_02_s258_stc_2025h1_handoff_repair_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2025h1,s258_stc_table_handoff_repair_2025h1,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2025-03,64,17.13,377.79,-360.66,1.047496,0.267656,0.484375,12.186774,-10.929091,1.115077,90.22,16.907479,48,0.9375,5,0.189869,measured_slice(측정 구간)
mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267du_02_s258_stc_2025h1_handoff_repair_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2025h1,s258_stc_table_handoff_repair_2025h1,Tier A and duplicate-boundary Tier A+B rows are materialized only where inputs exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2025-04,93,123.2,676.25,-553.05,1.222765,1.324731,0.505376,14.388298,-12.022826,1.196748,107.51,17.210687,27,0.806452,5,1.14594,measured_slice(측정 구간)
