profile_id,profile_role,split,granularity,period,tier_scope,record_view,max_hold_bars,atr_stop_multiplier,atr_take_profit_multiplier,cooldown_bars,early_adverse_exit_enabled,trade_count,days_in_scope,trades_per_day,long_trade_count,short_trade_count,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk_percent,underwater_ratio,max_loss_streak,equity_trend_r2,sparse_flag,pf999_sparse_flag,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,aspiration_distance_score,proxy_cost_log_return
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2022-09,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,38,17,2.235294117647059,38,0,-0.0022196551328397076,0.9776152518197089,-5.8411977179992305e-05,0.5526315789473685,4.487940718842253,4.487940718842253,4.487940718842253,0.7631578947368421,3,0.2643877144473899,False,False,0.5529411764705883,0.5111923740901456,0.0,1.7044465811302534,2.768580131690987,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2022-10,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,45,19,2.3684210526315788,45,0,0.016031208278125396,1.1029993407198058,0.000356249072847231,0.6,7.448253991401921,7.448253991401921,7.448253991401921,0.9111111111111111,4,0.05119566754329789,False,False,0.5263157894736843,0.4485003296400971,0.0,0.876961949605516,1.8517780687192973,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2022-11,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,32,15,2.1333333333333333,32,0,0.012899235237057213,1.164750314668412,0.0004031011011580379,0.46875,3.4497629252815853,3.4497629252815853,3.4497629252815853,0.90625,4,0.0034588444437658288,False,False,0.5733333333333334,0.417624842665794,0.0,0.8962560200003054,1.8872141959994329,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2022-12,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,29,14,2.0714285714285716,29,0,-0.09325285362532457,0.2005614435628819,-0.0032156156422525712,0.3103448275862069,8.903686915767839,8.903686915767839,8.903686915767839,1.0,7,0.9134418078208927,False,False,0.5857142857142856,0.899719278218559,0.0,1.5589511864805983,3.044384750413443,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-01,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,52,19,2.736842105263158,52,0,0.019878460800771318,1.2408463496234667,0.00038227809232252533,0.5961538461538461,3.1419649761460944,3.1419649761460944,3.1419649761460944,0.9038461538461539,5,0.6812660305958927,False,False,0.4526315789473684,0.37957682518826663,0.0,0.6001610554626176,1.4323694595982526,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-02,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,32,15,2.1333333333333333,32,0,-0.03453160902843084,0.6960148737645079,-0.0010791127821384637,0.34375,8.492497059041238,8.492497059041238,8.492497059041238,0.90625,4,0.7221070892790336,False,False,0.5733333333333334,0.6519925631177461,0.0,1.572864309824435,2.7981902062755144,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-03,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,47,18,2.611111111111111,47,0,0.09401704635446773,2.5388837282315806,0.0020003626883929302,0.7021276595744681,1.5058613611187877,1.5058613611187877,1.5058613611187877,0.425531914893617,2,0.9333982019135452,False,False,0.47777777777777775,0.0,0.0,0.24146017084103233,0.7192379486188101,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-04,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,34,15,2.2666666666666666,34,0,0.012923131492632176,1.2998035803643693,0.00038009210272447574,0.6176470588235294,1.257909850052663,1.257909850052663,1.257909850052663,0.7941176470588235,3,0.5502314282670533,False,False,0.5466666666666666,0.35009820981781536,0.0,0.5897487984562967,1.4865136749407788,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-05,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,36,15,2.4,36,0,0.010776167984235556,1.2518843694750126,0.0002993379995620988,0.5,1.429904177108543,1.429904177108543,1.429904177108543,0.8611111111111112,3,0.6595429479876549,False,False,0.52,0.3740578152624937,0.0,0.5707056734055553,1.4647634886680492,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-06,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,44,19,2.3157894736842106,44,0,-0.004728625215884255,0.9385269779222093,-0.00010746875490646035,0.4772727272727273,2.8839510669310564,2.8839510669310564,2.8839510669310564,0.8636363636363636,3,0.6137606298578921,False,False,0.5368421052631579,0.5307365110388953,0.0,1.5924440802003121,2.6600226965023652,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-07,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,23,13,1.7692307692307692,23,0,-0.0022964075710261277,0.9377728038009346,-9.98438074359186e-05,0.391304347826087,1.660773424419093,1.660773424419093,1.660773424419093,0.9565217391304348,3,0.022879663992598605,False,False,0.6461538461538462,0.5311135980995327,0.0,1.9001389338120263,3.0774063780654055,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-08,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,41,20,2.05,41,0,-0.012454666707280787,0.8341141053315823,-0.0003037723587141655,0.4634146341463415,3.7318818781114316,3.7318818781114316,3.7318818781114316,1.0,6,0.026008909420669222,False,False,0.5900000000000001,0.5829429473342089,0.0,1.948295990760699,3.121238938094908,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-09,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,32,14,2.2857142857142856,32,0,-0.012019407439876235,0.7423388478969423,-0.00037560648249613236,0.40625,2.4111437653525525,2.4111437653525525,2.4111437653525525,1.0,4,0.552623391433286,False,False,0.5428571428571429,0.6288305760515289,0.0,1.6913194738550212,2.863007192763693,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-10,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,51,20,2.55,51,0,-0.0713994644771982,0.5084417556534473,-0.0013999894995529057,0.43137254901960786,7.590545144477268,7.590545144477268,7.590545144477268,1.0,5,0.7238162621317263,False,False,0.49000000000000005,0.7457791221732764,0.0,1.6242826820407232,2.8600618042139994,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-11,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,29,16,1.8125,29,0,0.0057490912455977015,1.1767675058618337,0.00019824452571026556,0.4827586206896552,1.3179629390320802,1.3179629390320802,1.3179629390320802,0.7931034482758621,5,0.013847386931588348,False,False,0.6375,0.4116162470690832,0.0,0.8506652276049232,1.8997814746740063,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2023-12,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,24,12,2.0,24,0,0.027805815475155576,3.1600053529042564,0.001158575644798149,0.625,0.4739501229740206,0.4739501229740206,0.4739501229740206,0.5833333333333334,2,0.7927199763814486,False,False,0.6,0.0,0.0,0.37577601062834814,0.9757760106283482,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2024-01,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,25,15,1.6666666666666667,25,0,0.03125057198077094,2.0684522724469385,0.0012500228792308376,0.72,1.0000929374816003,1.0000929374816003,1.0000929374816003,0.48,2,0.9158904528180407,False,False,0.6666666666666666,0.0,0.0,0.2738492962318817,0.9405159628985483,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2024-02,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,15,10,1.5,15,0,-0.00872696342616305,0.6592626183739322,-0.0005817975617442033,0.3333333333333333,1.456581496792142,1.456581496792142,1.456581496792142,0.8666666666666667,4,0.04108112085687945,False,False,0.7,0.670368690813034,0.0,1.8615134956144042,3.231882186427438,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2024-03,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,12,10,1.2,12,0,-0.008332418443497476,0.6762101005830461,-0.0006943682036247897,0.5,1.2484313083278797,1.2484313083278797,1.2484313083278797,0.9166666666666666,2,0.22137352768214746,False,False,0.76,0.661894949708477,0.0,1.7828819125430337,3.204776862251511,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2024-04,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,31,15,2.066666666666667,31,0,-0.010688782193250698,0.8276970226412144,-0.0003447994255887322,0.4838709677419355,3.7342339724265816,3.7342339724265816,3.7342339724265816,0.9032258064516129,6,0.4673156456066584,False,False,0.5866666666666667,0.5861514886793928,0.0,1.7061595723802296,2.878977727726289,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2024-05,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,21,13,1.6153846153846154,21,0,0.009129155955441387,1.5054441818381452,0.0004347217121638756,0.6190476190476191,1.2539075910235176,1.2539075910235176,1.2539075910235176,0.42857142857142855,4,0.7013430950623317,False,False,0.676923076923077,0.2472779090809274,0.0,0.36725275007909364,1.291453736083098,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2024-06,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,24,12,2.0,24,0,0.02339122821150572,2.281449575463121,0.0009746345088127383,0.625,0.8297881530880735,0.8297881530880735,0.8297881530880735,0.5833333333333334,3,0.8021506367274457,False,False,0.6,0.0,0.0,0.38153221347264943,0.9815322134726494,5e-05
f21b_sim_baseline_hold12_no_stop,repair_reference_baseline(수리 참조 비교 행),train,month,2024-07,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,29,13,2.230769230769231,29,0,0.016160874028100913,1.3973384462189926,0.0005572715182103763,0.5862068965517241,2.019604434340061,2.019604434340061,2.019604434340061,0.7241379310344828,3,0.07667629326442385,False,False,0.5538461538461539,0.3013307768905037,0.0,0.7713577369965265,1.6265346677331842,5e-05
