record_view,candidate_id,candidate_alias,candidate_role,test_id,test_type,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-06,16,-39.56,71.92,-111.48,0.645138,-2.4725,0.4375,10.274286,-12.386667,0.829463,50.64,10.096902,15,0.9375,3,-0.781201,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-07,34,-74.27,94.21,-168.48,0.559176,-2.184412,0.411765,6.729286,-8.424,0.798823,103.92,20.558677,31,0.941176,5,-0.714684,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-08,41,-9.48,153.15,-162.63,0.941708,-0.23122,0.512195,7.292857,-8.1315,0.896865,52.23,9.625875,19,0.878049,3,-0.181505,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-09,40,58.34,167.22,-108.88,1.535819,1.4585,0.625,6.6888,-7.258667,0.921492,41.13,7.573749,19,0.85,3,1.418429,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-10,33,2.59,129.35,-126.76,1.020432,0.078485,0.454545,8.623333,-7.042222,1.224519,71.26,12.417879,27,0.878788,4,0.036346,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-11,27,50.61,154.35,-103.74,1.487854,1.874444,0.555556,10.29,-8.645,1.190283,41.43,8.200875,13,0.851852,3,1.221579,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-12,29,-24.1,126.85,-150.95,0.840344,-0.831034,0.413793,10.570833,-8.879412,1.190488,84.86,16.972,29,1.0,6,-0.283997,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-01,23,63.2,105.77,-42.57,2.484614,2.747826,0.608696,7.555,-4.73,1.597252,16.41,2.863125,8,0.608696,3,3.85131,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-02,27,147.46,232.21,-84.75,2.739941,5.461481,0.592593,14.513125,-7.704545,1.883709,40.85,6.004351,8,0.592593,5,3.609792,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-03,20,-18.19,69.98,-88.17,0.793694,-0.9095,0.45,7.775556,-8.015455,0.97007,43.36,8.478852,15,0.9,2,-0.419511,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-04,32,-29.29,144.31,-173.6,0.831279,-0.915313,0.4375,10.307857,-9.644444,1.068787,97.2,17.138021,27,0.84375,6,-0.301337,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-05,18,49.04,114.02,-64.98,1.754694,2.724444,0.666667,9.501667,-10.83,0.877347,27.43,4.779079,5,0.555556,2,1.787824,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-06,16,-39.56,71.92,-111.48,0.645138,-2.4725,0.4375,10.274286,-12.386667,0.829463,50.64,10.096902,15,0.9375,3,-0.781201,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-07,34,-74.27,94.21,-168.48,0.559176,-2.184412,0.411765,6.729286,-8.424,0.798823,103.92,20.558677,31,0.941176,5,-0.714684,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-08,41,-9.48,153.15,-162.63,0.941708,-0.23122,0.512195,7.292857,-8.1315,0.896865,52.23,9.625875,19,0.878049,3,-0.181505,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-09,40,58.34,167.22,-108.88,1.535819,1.4585,0.625,6.6888,-7.258667,0.921492,41.13,7.573749,19,0.85,3,1.418429,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-10,33,2.59,129.35,-126.76,1.020432,0.078485,0.454545,8.623333,-7.042222,1.224519,71.26,12.417879,27,0.878788,4,0.036346,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-11,27,50.61,154.35,-103.74,1.487854,1.874444,0.555556,10.29,-8.645,1.190283,41.43,8.200875,13,0.851852,3,1.221579,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-12,29,-24.1,126.85,-150.95,0.840344,-0.831034,0.413793,10.570833,-8.879412,1.190488,84.86,16.972,29,1.0,6,-0.283997,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-01,23,55.29,94.91,-39.62,2.395507,2.403913,0.608696,6.779286,-4.402222,1.539969,13.57,2.48594,9,0.652174,3,4.074429,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-02,21,135.04,189.15,-54.11,3.495657,6.430476,0.619048,14.55,-6.76375,2.151174,27.28,4.118855,4,0.47619,4,4.950147,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-03,19,-3.76,64.89,-68.65,0.945229,-0.197895,0.473684,7.21,-6.865,1.050255,41.59,8.017813,15,0.894737,2,-0.090406,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-04,31,-18.64,137.74,-156.38,0.880803,-0.60129,0.451613,9.838571,-9.198824,1.069547,86.46,15.226656,26,0.83871,5,-0.215591,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-05,17,57.41,106.18,-48.77,2.177158,3.377059,0.705882,8.848333,-9.754,0.907149,22.64,3.920414,5,0.529412,2,2.535777,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-06,14,-32.73,57.15,-89.88,0.635848,-2.337857,0.428571,9.525,-11.235,0.847797,47.4,9.415036,8,0.857143,3,-0.690506,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-07,31,-14.83,107.95,-122.78,0.879215,-0.478387,0.483871,7.196667,-7.67375,0.937829,59.01,11.658369,28,0.935484,4,-0.251313,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-08,37,8.97,150.64,-141.67,1.063316,0.242432,0.540541,7.532,-8.333529,0.903819,39.83,7.812255,14,0.810811,2,0.225207,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-09,39,86.1,184.49,-98.39,1.875089,2.207692,0.641026,7.3796,-7.027857,1.05005,33.06,5.922821,12,0.717949,2,2.604356,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-10,31,34.72,142.95,-108.23,1.320798,1.12,0.483871,9.53,-6.764375,1.408852,51.59,8.956442,17,0.806452,4,0.672999,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-11,24,100.35,183.27,-82.92,2.210203,4.18125,0.625,12.218,-9.213333,1.326122,34.07,6.243829,10,0.791667,2,2.945407,measured_slice(측정 구간)
mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",tier_only_total,month,2024-12,27,4.65,172.48,-167.83,1.027707,0.172222,0.444444,14.373333,-11.188667,1.284633,77.58,15.516,22,0.888889,5,0.059938,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-01,23,55.29,94.91,-39.62,2.395507,2.403913,0.608696,6.779286,-4.402222,1.539969,13.57,2.48594,9,0.652174,3,4.074429,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-02,21,135.04,189.15,-54.11,3.495657,6.430476,0.619048,14.55,-6.76375,2.151174,27.28,4.118855,4,0.47619,4,4.950147,measured_slice(측정 구간)
mt5_rt_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-03,19,-3.76,64.89,-68.65,0.945229,-0.197895,0.473684,7.21,-6.865,1.050255,41.59,8.017813,15,0.894737,2,-0.090406,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-04,31,-18.64,137.74,-156.38,0.880803,-0.60129,0.451613,9.838571,-9.198824,1.069547,86.46,15.226656,26,0.83871,5,-0.215591,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-05,17,57.41,106.18,-48.77,2.177158,3.377059,0.705882,8.848333,-9.754,0.907149,22.64,3.920414,5,0.529412,2,2.535777,measured_slice(측정 구간)
