candidate_id,label_name,side,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,label_mode,utility_quantile,feature_set,feature_count,model,prob_quantile,prob_threshold,session,risk_filter,cooldown_bars,contract_pnl_scale,contract_pnl_scale_source,raw_signal_total,lifecycle_trade_total,overall_signal_to_trade_ratio,scout_clue,meaningful_signal,final_like_reference,dual_positive,rank_score,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_days,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_avg_hold_bars,val_avg_mae_contract,val_avg_spread_cost_contract,val_max_consecutive_loss,val_time_under_water_trades,val_smooth_equity_proxy,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_days,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_avg_hold_bars,oos_avg_mae_contract,oos_avg_spread_cost_contract,oos_max_consecutive_loss,oos_time_under_water_trades,oos_smooth_equity_proxy,entry_rule,dd_rule,initial_balance
f78b_01233,long_h18_tp26_sl16_density_quota_utility_q52,long,18,26.0,16.0,2600.0,1600.0,density_quota_utility,0.52,price_vol_session,21,logistic_l2_balanced,0.72,0.5166116443854449,cash_open,trend_aligned,0,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,7,7,1.0,0,0,0,1,30731.81849288632,6,6,1.0,1,1,1.0,2.0225802422398678,6.599998685203782,-4.577418442963913,1.441860465116279,0.30516122953092695,6,271,0.02214022140221402,4,1.5,0.5,2.199999561734594,-1.5258061476546378,1.441860465116279,0.33709670703997796,1.3255813953488393,2.3333333333333335,9.382081464313972,0.1064515916968352,1,1,1,2.199999561734594,2.199999561734594,0.0,999.0,0.0,1,194,0.005154639175257732,1,1.0,1.0,2.199999561734594,0.0,0.0,2.199999561734594,999.0,1.0,0.7389514656956213,0.1064515916968352,0,0,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01234,long_h18_tp26_sl16_density_quota_utility_q52,long,18,26.0,16.0,2600.0,1600.0,density_quota_utility,0.52,price_vol_session,21,logistic_l2_balanced,0.72,0.5166116443854449,cash_open,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,7,5,0.7142857142857143,0,0,0,1,30714.963657534317,6,4,0.6666666666666666,1,1,1.0,1.348386828159912,4.399999123469188,-3.0516122953092757,1.441860465116279,0.30516122953092695,4,271,0.014760147601476014,4,1.0,0.5,2.199999561734594,-1.5258061476546378,1.441860465116279,0.337096707039978,0.8837209302325596,1.25,7.696671853830553,0.1064515916968352,1,1,1,2.199999561734594,2.199999561734594,0.0,999.0,0.0,1,194,0.005154639175257732,1,1.0,1.0,2.199999561734594,0.0,0.0,2.199999561734594,999.0,1.0,0.7389514656956213,0.1064515916968352,0,0,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_02218,short_h18_tp26_sl16_net_utility_q57,short,18,26.0,16.0,2600.0,1600.0,net_utility,0.58,full58,58,extra_trees_d8_l60,0.86,0.5175486172441205,all,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,187,67,0.3582887700534759,0,0,0,1,30565.47362772313,143,47,0.32867132867132864,44,20,0.45454545454545453,12.939190970750492,48.72644190603145,-35.78725093528095,1.361558673342924,1.6308383847954928,47,271,0.17343173431734318,37,1.2702702702702702,0.48936170212765956,2.11854095243615,-1.4911354556367062,1.4207568765317469,0.2753019355478828,1.5868146214099648,4.361702127659575,3.4933109032683958,0.10645159169683523,4,17,1,11.106449400369804,24.57257575001946,-13.466126349649654,1.8247694334650857,0.589032140722486,20,194,0.10309278350515463,19,1.0526315789473684,0.55,2.233870522729042,-1.4962362610721838,1.49299317283507,0.5553224700184902,3.7710843373494103,3.4,3.017592140796173,0.07451611418778466,2,3,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01739,short_h12_tp18_sl12_net_utility_q57,short,12,18.0,12.0,1800.0,1200.0,net_utility,0.58,full58,58,logistic_l2_balanced,0.72,0.5364611884965459,cash_open,mean_revert,0,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,17,17,1.0,0,0,0,1,30557.74679524536,9,9,1.0,8,8,1.0,2.7677413841177154,7.451611418778464,-4.683870034660749,1.590909090909091,0.4683870034660799,9,271,0.033210332103321034,7,1.2857142857142858,0.5555555555555556,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.30752682045752394,1.1818181818181692,1.4444444444444444,3.190492195958161,0.1064515916968352,2,3,1,1.7209673990988352,6.174192318416441,-4.453224919317606,1.3864541832669324,0.4470966851267122,8,194,0.041237113402061855,6,1.3333333333333333,0.5,1.5435480796041103,-1.1133062298294014,1.3864541832669324,0.2151209248873544,0.7698412698412622,1.0,6.564293047155441,0.05100805435473353,2,3,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_02258,short_h18_tp26_sl16_net_utility_q57,short,18,26.0,16.0,2600.0,1600.0,net_utility,0.58,contract_core,33,logistic_l2_balanced,0.86,0.5411249954268434,cash_open,none,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,37,22,0.5945945945945946,0,0,0,1,30457.730681526147,32,18,0.5625,5,4,0.8,6.067740726719606,19.799996055611345,-13.73225532889174,1.441860465116279,1.2206449181237078,18,271,0.06642066420664207,18,1.0,0.5,2.199999561734594,-1.5258061476546378,1.441860465116279,0.3370967070399781,0.9941860465116299,1.3888888888888888,4.237611162987193,0.1064515916968352,4,6,1,1.4016126240083295,4.399999123469188,-2.9983864994608584,1.4674556213017749,0.5996772998921642,4,194,0.020618556701030927,4,1.0,0.5,2.199999561734594,-1.4991932497304292,1.4674556213017749,0.3504031560020824,0.4674556213017807,1.25,2.460584187242472,0.09314514273473079,2,2,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_02027,short_h12_tp18_sl12_density_quota_utility_q52,short,12,18.0,12.0,1800.0,1200.0,density_quota_utility,0.52,contract_core,33,logistic_l2_balanced,0.72,0.5176485932945132,cash_open,mean_revert,0,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,7,7,1.0,0,0,0,1,30058.162348081853,5,5,1.0,2,2,1.0,2.129031833936704,4.470966851267079,-2.3419350173303743,1.9090909090909094,0.23419350173303427,5,271,0.01845018450184502,4,1.25,0.6,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.4258063667873408,1.8181818181818428,1.0,3.7279347412231507,0.1064515916968352,1,1,1,0.3193547750905057,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.0,2,194,0.010309278350515464,2,1.0,0.5,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.15967738754525285,999.0,1.0,1.6757254726277258,0.1064515916968352,1,0,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_02028,short_h12_tp18_sl12_density_quota_utility_q52,short,12,18.0,12.0,1800.0,1200.0,density_quota_utility,0.52,contract_core,33,logistic_l2_balanced,0.72,0.5176485932945132,cash_open,mean_revert,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,7,6,0.8571428571428571,0,0,0,1,30058.162348081853,5,4,0.8,2,2,1.0,0.6387095501810114,2.9806445675113857,-2.3419350173303743,1.2727272727272727,0.23419350173303427,4,271,0.014760147601476014,4,1.0,0.5,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.15967738754525285,0.545454545454553,1.0,2.809213150049585,0.1064515916968352,1,1,1,0.3193547750905057,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.0,2,194,0.010309278350515464,2,1.0,0.5,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.15967738754525285,999.0,1.0,1.6757254726277258,0.1064515916968352,1,0,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01606,short_h6_tp10_sl7_density_quota_utility_q52,short,6,10.0,7.0,1000.0,700.0,density_quota_utility,0.52,contract_core,33,logistic_l2_balanced,0.86,0.5710451779126654,all,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,112,39,0.3482142857142857,0,0,0,1,29924.770827080927,86,28,0.32558139534883723,26,11,0.4230769230769231,2.2532253575830126,11.709675086651876,-9.456449729068861,1.2382739212007507,0.8303224152353209,28,271,0.1033210332103321,20,1.4,0.5357142857142857,0.7806450057767917,-0.7274192099283739,1.0731707317073174,0.0804723341993933,0.5427350427350388,1.4642857142857142,1.6074823986649076,0.10645159169683523,4,17,1,1.4193545559578031,4.949999013902837,-3.5306444579450345,1.4020100502512562,0.43645152595703396,11,194,0.05670103092783505,10,1.1,0.5454545454545454,0.8249998356504729,-0.7061288915890069,1.1683417085427135,0.1290322323598003,0.6504065040650265,1.3636363636363635,1.4062093972861105,0.07258063070238763,3,9,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01618,short_h6_tp10_sl7_density_quota_utility_q52,short,6,10.0,7.0,1000.0,700.0,density_quota_utility,0.52,contract_core,33,logistic_l2_balanced,0.86,0.5710451779126654,cash_mid,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,112,39,0.3482142857142857,0,0,0,1,29924.770827080927,86,28,0.32558139534883723,26,11,0.4230769230769231,2.2532253575830126,11.709675086651876,-9.456449729068861,1.2382739212007507,0.8303224152353209,28,271,0.1033210332103321,20,1.4,0.5357142857142857,0.7806450057767917,-0.7274192099283739,1.0731707317073174,0.0804723341993933,0.5427350427350388,1.4642857142857142,1.6074823986649076,0.10645159169683523,4,17,1,1.4193545559578031,4.949999013902837,-3.5306444579450345,1.4020100502512562,0.43645152595703396,11,194,0.05670103092783505,10,1.1,0.5454545454545454,0.8249998356504729,-0.7061288915890069,1.1683417085427135,0.1290322323598003,0.6504065040650265,1.3636363636363635,1.4062093972861105,0.07258063070238763,3,9,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
f78b_01426,short_h6_tp10_sl7_net_utility_q57,short,6,10.0,7.0,1000.0,700.0,net_utility,0.58,contract_core,33,extra_trees_d8_l60,0.86,0.5536660122930602,all,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,113,39,0.34513274336283184,0,0,0,1,29752.424102866138,83,25,0.30120481927710846,30,14,0.4666666666666667,2.9274187716629694,10.929030080875084,-8.001611309212112,1.3658536585365857,0.5819353679426967,25,271,0.09225092250922509,22,1.1363636363636365,0.56,0.7806450057767916,-0.7274192099283738,1.0731707317073174,0.11709675086651877,1.0060975609756142,1.48,1.7491061031707003,0.1064515916968352,4,7,1,0.7983869377262646,5.730644019679628,-4.932257081953364,1.1618705035971224,0.4364515259570226,14,194,0.07216494845360824,13,1.0769230769230769,0.5,0.8186634313828041,-0.7046081545647663,1.1618705035971224,0.0570276384090189,0.3658536585365871,1.0714285714285714,1.5080008516624754,0.07603685121202515,3,5,1,same_bar_open_runtime_aligned(동일 봉 시가 런타임 정렬),dd_pct_uses_tester_deposit_500(손실폭 퍼센트는 테스터 예치금 500 기준),500.0
