candidate_id,label_name,side,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,label_mode,utility_quantile,feature_set,feature_count,model,prob_quantile,prob_threshold,session,risk_filter,cooldown_bars,contract_pnl_scale,contract_pnl_scale_source,raw_signal_total,lifecycle_trade_total,overall_signal_to_trade_ratio,scout_clue,meaningful_signal,final_like_reference,dual_positive,rank_score,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_days,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_avg_hold_bars,val_avg_mae_contract,val_avg_spread_cost_contract,val_max_consecutive_loss,val_time_under_water_trades,val_smooth_equity_proxy,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_days,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_avg_hold_bars,oos_avg_mae_contract,oos_avg_spread_cost_contract,oos_max_consecutive_loss,oos_time_under_water_trades,oos_smooth_equity_proxy
f78b_02234,short_h18_tp26_sl16_net_utility_q57,short,18,26.0,16.0,2600.0,1600.0,net_utility,0.58,contract_core,33,logistic_l2_balanced,0.72,0.525586812713121,all,none,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,3262,572,0.1753525444512569,1,0,0,1,132951.56324761093,1894,329,0.1737064413938754,1368,243,0.17763157894736842,42.453781865295134,318.8597751891151,-276.40599332382,1.1535921177206854,0.21303624788330125,329,271,1.2140221402214022,131,2.5114503816793894,0.44376899696048633,2.1839710629391447,-1.51041526406459,1.4459408050882563,0.1290388506543925,1.9927961690609015,3.4893617021276597,3.8073484914585283,0.10634913069165587,7,105,1,54.58482783574718,249.1854342303418,-194.60060639459454,1.2804966996097884,0.22925237368512172,243,194,1.2525773195876289,99,2.4545454545454546,0.4609053497942387,2.224869948485195,-1.4855008121724773,1.4977238182935921,0.22462892113476204,2.38099291877865,3.234567901234568,4.175906841016849,0.07170880026409238,12,107,0
f78b_01776,short_h12_tp18_sl12_net_utility_q57,short,12,18.0,12.0,1800.0,1200.0,net_utility,0.58,full58,58,extra_trees_d8_l60,0.72,0.5171595798206715,cash_open,mean_revert,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,7,4,0.5714285714285714,0,0,0,1,35236.92705422899,5,3,0.6,2,1,0.5,1.8096770588461986,2.9806445675113857,-1.1709675086651872,2.5454545454545454,0.011709675086658536,3,271,0.01107011070110701,3,1.0,0.6666666666666666,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.6032256862820662,1.5454545454536661,1.6666666666666667,2.7937628843101976,0.1064515916968352,1,1,1,1.5435480796041103,1.5435480796041103,0.0,999.0,0.0,1,194,0.005154639175257732,1,1.0,1.0,1.5435480796041103,0.0,0.0,1.5435480796041103,999.0,1.0,0.5411289244589123,0.0532257958484176,0,0,1
f78b_01847,short_h12_tp18_sl12_net_utility_q57,short,12,18.0,12.0,1800.0,1200.0,net_utility,0.58,contract_core,33,extra_trees_d8_l60,0.72,0.5170103666571977,cash_open,mean_revert,0,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,11,10,0.9090909090909091,0,0,0,1,35236.92705422899,10,9,0.9,1,1,1.0,5.4290311765385955,8.941933702534158,-3.5129025259955613,2.545454545454546,0.011709675086658536,9,271,0.033210332103321034,6,1.5,0.6666666666666666,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.6032256862820662,4.636363636360998,1.3333333333333333,3.234847025831878,0.1064515916968352,1,1,1,1.5435480796041103,1.5435480796041103,0.0,999.0,0.0,1,194,0.005154639175257732,1,1.0,1.0,1.5435480796041103,0.0,0.0,1.5435480796041103,999.0,1.0,0.5411289244589123,0.0532257958484176,0,0,1
f78b_01810,short_h12_tp18_sl12_net_utility_q57,short,12,18.0,12.0,1800.0,1200.0,net_utility,0.58,contract_core,33,logistic_l2_balanced,0.72,0.5339749180878182,cash_open,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,15,8,0.5333333333333333,0,0,0,1,32737.92575016965,7,5,0.7142857142857143,8,3,0.375,2.129031833936704,4.470966851267079,-2.3419350173303743,1.9090909090909094,0.02341935017331707,5,271,0.01845018450184502,5,1.0,0.6,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.4258063667873408,0.9090909090903918,1.0,1.9672254145575327,0.1064515916968352,2,2,1,1.9161286505430335,3.033870363359803,-1.1177417128167697,2.714285714285714,0.01117741712818315,3,194,0.015463917525773196,3,1.0,0.6666666666666666,1.5169351816799015,-1.1177417128167697,1.357142857142857,0.6387095501810112,1.714285714283344,1.0,2.587956473696471,0.07096772779789014,1,1,1
f78b_02257,short_h18_tp26_sl16_net_utility_q57,short,18,26.0,16.0,2600.0,1600.0,net_utility,0.58,contract_core,33,logistic_l2_balanced,0.86,0.5398233421299966,cash_open,none,0,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,43,39,0.9069767441860465,0,0,0,1,32491.07420756183,32,28,0.875,11,11,1.0,16.890319215897847,35.199992987753504,-18.309673771855653,1.9224806201550388,0.10680643033583694,28,271,0.1033210332103321,15,1.8666666666666667,0.5714285714285714,2.199999561734594,-1.5258061476546378,1.441860465116279,0.603225686282066,1.581395348837027,1.5,2.9521941123495217,0.10645159169683523,7,8,1,5.890321407224881,13.359674757952817,-7.469353350727937,1.7885985748218525,0.030516122953104057,11,194,0.05670103092783505,6,1.8333333333333333,0.5454545454545454,2.226612459658803,-1.4938706701455875,1.4904988123515437,0.535483764293171,1.9302325581388198,1.1818181818181819,3.036047782280925,0.07741933941588014,2,3,1
f78b_02009,short_h12_tp18_sl12_density_quota_utility_q52,short,12,18.0,12.0,1800.0,1200.0,density_quota_utility,0.52,full58,58,extra_trees_d8_l60,0.86,0.5135978536087771,cash_open,mean_revert,0,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,9,9,1.0,0,0,0,1,31882.128793945874,7,7,1.0,2,2,1.0,2.4483866090272093,5.9612891350227715,-3.5129025259955613,1.6969696969696972,0.02341935017329888,7,271,0.025830258302583026,5,1.4,0.5714285714285714,1.4903222837556929,-1.1709675086651872,1.2727272727272727,0.3497695155753156,1.0454545454547624,1.2857142857142858,3.1906330049419616,0.10645159169683518,2,3,1,3.0870961592082207,3.0870961592082207,0.0,999.0,0.0,2,194,0.010309278350515464,1,2.0,1.0,1.5435480796041103,0.0,0.0,1.5435480796041103,999.0,1.5,0.7961691962325799,0.0532257958484176,0,0,1
f78b_02572,short_h18_tp26_sl16_density_quota_utility_q52,short,18,26.0,16.0,2600.0,1600.0,density_quota_utility,0.52,price_vol_session,21,extra_trees_d8_l60,0.72,0.5043715497960005,cash_mid,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,962,278,0.288981288981289,0,0,0,1,31873.079928755786,710,196,0.27605633802816903,252,82,0.3253968253968254,25.12080144725814,191.42213928584644,-166.30133783858835,1.1510559191751077,0.14252981031608214,196,271,0.7232472324723247,84,2.3333333333333335,0.44387755102040816,2.200254474549959,-1.5257003471430124,1.4421275309205372,0.1281673543227456,1.762494554054961,2.392857142857143,4.395034098125176,0.10627960358099847,7,38,1,37.93225050797227,96.03707764249481,-58.104827134522566,1.6528244274809152,0.07362901759030137,82,194,0.422680412371134,44,1.8636363636363635,0.524390243902439,2.233420410290577,-1.4898673624236556,1.4990733179478066,0.46258842082893015,5.151807228916337,2.426829268292683,3.838683342292159,0.07183318789298634,5,19,1
f78b_02560,short_h18_tp26_sl16_density_quota_utility_q52,short,18,26.0,16.0,2600.0,1600.0,density_quota_utility,0.52,price_vol_session,21,extra_trees_d8_l60,0.72,0.5043715497960005,all,trend_aligned,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,991,288,0.29061553985872857,0,0,0,1,31717.634953878493,736,205,0.27853260869565216,255,83,0.3254901960784314,22.543785831597255,197.9999605561134,-175.4561747245162,1.1284867053951975,0.20356205622227208,205,271,0.7564575645756457,87,2.3563218390804597,0.43902439024390244,2.199999561734593,-1.525705867169706,1.441955234671641,0.10996968698340125,1.107465028108254,2.341463414634146,4.463190692312645,0.10639533679065394,7,50,1,32.73386444677682,93.83707808076022,-61.10321363398341,1.5357142857142856,0.07362901759031956,83,194,0.42783505154639173,44,1.8863636363636365,0.5060240963855421,2.2342161447800053,-1.4903222837556929,1.4991496598639453,0.3943839089973111,4.445783132529604,2.4096385542168677,3.9823796963645575,0.07160900244666625,5,19,1
f78b_02502,short_h18_tp26_sl16_density_quota_utility_q52,short,18,26.0,16.0,2600.0,1600.0,density_quota_utility,0.52,contract_core,33,extra_trees_d8_l60,0.72,0.5059905407040814,cash_mid,mean_revert,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,983,322,0.3275686673448627,0,0,0,1,31554.1807604344,650,224,0.3446153846153846,333,98,0.29429429429429427,53.3322474401144,233.34366319265763,-180.01141575254323,1.2962714737682457,0.22414269728365982,224,271,0.8265682656826568,117,1.9145299145299146,0.4732142857142857,2.2013553131382797,-1.52552047247918,1.4430191877797454,0.2380903903576536,2.3793881347211916,3.361607142857143,3.7022620072821653,0.10565954116337657,6,69,1,8.396369295087867,91.92094943021718,-83.52458013512931,1.100525728851362,0.10161691524061098,98,194,0.5051546391752577,51,1.9215686274509804,0.42857142857142855,2.18859403405279,-1.4915103595558805,1.4673676384684828,0.08567723770497823,0.8262767350501382,4.183673469387755,3.319986172063327,0.07092246776740678,5,22,1
f78b_02162,short_h18_tp26_sl16_net_utility_q57,short,18,26.0,16.0,2600.0,1600.0,net_utility,0.58,full58,58,logistic_l2_balanced,0.72,0.5288706465969296,all,none,6,0.08870965974736267,F77 observed gross-profit runtime/proxy scale mean(관찰 총이익 런타임/프록시 배율 평균): (0.09352576207175615 + 0.08389355742296918) / 2,3013,581,0.19283106538333886,0,0,0,1,31105.47511702888,1819,351,0.19296316657504123,1194,230,0.19262981574539365,0.05943547203061428,314.59993732804685,-314.5405018560163,1.0001889596782603,0.3972418563486826,351,271,1.2952029520295203,141,2.4893617021276597,0.4074074074074074,2.1999995617345935,-1.5122139512308477,1.4548203049865605,0.00016933182914704922,0.0014962036623463028,3.282051282051282,4.115776911915668,0.10638840817849661,9,298,0,33.479025588654736,223.59979416600748,-190.1207685773527,1.1760934685840674,0.13794352090713802,230,194,1.1855670103092784,96,2.3958333333333335,0.4391304347826087,2.2138593481782918,-1.4738044075763774,1.502139182646977,0.14556098082023797,2.4270096463024475,3.408695652173913,3.92778989075052,0.07134570808724847,6,42,1
