ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c02_outside_bar_context_tier_b_fallback_used_oos,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c02_outside_bar_context_tier_b_fallback_used_oos,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c02_outside_bar_context_tier_b_fallback_used_oos,Tier B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=12;expectancy=None;win_rate=None,route_role=fallback_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c02_outside_bar_context_oos,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c02_outside_bar_context_oos,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c02_outside_bar_context_oos,Tier A+B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c02_outside_bar_context_oos.htm,net_profit=164.28;profit_factor=1.25;trade_count=174;signal_count=;expectancy=0.94;win_rate=50.0,route_role=routed_total;a_used=7584;b_fallback=1062;max_dd=159.79;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c03_adverse_outside_bar_filter_tier_a_used_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_tier_a_used_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_tier_a_used_validation_is,Tier A,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=751;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c03_adverse_outside_bar_filter_tier_b_fallback_used_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_tier_b_fallback_used_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_tier_b_fallback_used_validation_is,Tier B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=83;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c03_adverse_outside_bar_filter_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_validation_is,Tier A+B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c03_adverse_outside_bar_filter_validation_is.htm,net_profit=-495.79;profit_factor=0.73;trade_count=491;signal_count=;expectancy=-1.01;win_rate=36.66,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=593.59;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c03_adverse_outside_bar_filter_tier_a_used_oos,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_tier_a_used_oos,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_tier_a_used_oos,Tier A,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=1310;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c03_adverse_outside_bar_filter_tier_b_fallback_used_oos,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_tier_b_fallback_used_oos,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_tier_b_fallback_used_oos,Tier B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=122;expectancy=None;win_rate=None,route_role=fallback_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c03_adverse_outside_bar_filter_oos,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_oos,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c03_adverse_outside_bar_filter_oos,Tier A+B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c03_adverse_outside_bar_filter_oos.htm,net_profit=17.8;profit_factor=1.01;trade_count=777;signal_count=;expectancy=0.02;win_rate=39.77,route_role=routed_total;a_used=7584;b_fallback=1062;max_dd=194.35;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c04_adverse_outside_bar_directional_long_tier_a_used_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_tier_a_used_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_tier_a_used_validation_is,Tier A,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=1767;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c04_adverse_outside_bar_directional_long_tier_b_fallback_used_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_tier_b_fallback_used_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_tier_b_fallback_used_validation_is,Tier B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=0;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c04_adverse_outside_bar_directional_long_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_validation_is,Tier A+B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c04_adverse_outside_bar_directional_long_validation_is.htm,net_profit=-218.42;profit_factor=0.93;trade_count=1005;signal_count=;expectancy=-0.22;win_rate=38.41,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=572.57;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c04_adverse_outside_bar_directional_long_tier_a_used_oos,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_tier_a_used_oos,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_tier_a_used_oos,Tier A,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=1310;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c04_adverse_outside_bar_directional_long_tier_b_fallback_used_oos,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_tier_b_fallback_used_oos,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_tier_b_fallback_used_oos,Tier B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=122;expectancy=None;win_rate=None,route_role=fallback_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c04_adverse_outside_bar_directional_long_oos,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_oos,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c04_adverse_outside_bar_directional_long_oos,Tier A+B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c04_adverse_outside_bar_directional_long_oos.htm,net_profit=17.8;profit_factor=1.01;trade_count=777;signal_count=;expectancy=0.02;win_rate=39.77,route_role=routed_total;a_used=7584;b_fallback=1062;max_dd=194.35;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c05_adverse_outside_bar_directional_short_tier_a_used_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c05_adverse_outside_bar_directional_short_tier_a_used_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c05_adverse_outside_bar_directional_short_tier_a_used_validation_is,Tier A,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=1767;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c05_adverse_outside_bar_directional_short_tier_b_fallback_used_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c05_adverse_outside_bar_directional_short_tier_b_fallback_used_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c05_adverse_outside_bar_directional_short_tier_b_fallback_used_validation_is,Tier B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=0;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run34A_candle_morphology_signal_quality_broad_mt5_probe_v1__mt5_routed_c05_adverse_outside_bar_directional_short_validation_is,40_feature_structure__candle_morphology_signal_quality_scout,run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c05_adverse_outside_bar_directional_short_validation_is,stage40_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1,mt5_routed_c05_adverse_outside_bar_directional_short_validation_is,Tier A+B,candle_morphology_signal_quality_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c05_adverse_outside_bar_directional_short_validation_is.htm,net_profit=-218.42;profit_factor=0.93;trade_count=1005;signal_count=;expectancy=-0.22;win_rate=38.41,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=572.57;boundary=runtime_probe_only,completed,"Stage40 candle morphology signal-quality MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
