ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_tier_a_only_s256_short_margin_relax_oos,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_tier_a_only_s256_short_margin_relax_oos,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_tier_a_only_s256_short_margin_relax_oos,Tier A,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_margin_relax_ta_oos.htm,net_profit=956.46;pf=1.52;expectancy=3.72;trades=257;win_rate=52.92;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,labelable=NA;feature_ready=7584;model_ok=7584;no_tier_labelable=NA;max_dd=208.83;recovery=4.58;fill=434;reject=0;skip=29753;subtypes=NA;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Tier A only standalone MT5 tester run.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_routed_s256_short_margin_relax_oos,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_routed_s256_short_margin_relax_oos,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_routed_s256_short_margin_relax_oos,Tier A+B,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_margin_relax_rt_oos.htm,net_profit=956.46;pf=1.52;expectancy=3.72;trades=257;win_rate=52.92;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,a_used=7584;b_fallback=0;no_tier_labelable=NA;max_dd=208.83;recovery=4.58;fill=434;reject=0;skip=29753;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_tier_a_only_s256_short_session_relax_validation_is,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_tier_a_only_s256_short_session_relax_validation_is,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_tier_a_only_s256_short_session_relax_validation_is,Tier A,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_session_relax_ta_val.htm,net_profit=993.12;pf=1.51;expectancy=2.93;trades=339;win_rate=52.8;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,labelable=NA;feature_ready=9844;model_ok=9844;no_tier_labelable=NA;max_dd=154.56;recovery=6.43;fill=604;reject=0;skip=42964;subtypes=NA;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Tier A only standalone MT5 tester run.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_routed_s256_short_session_relax_validation_is,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_routed_s256_short_session_relax_validation_is,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_routed_s256_short_session_relax_validation_is,Tier A+B,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_session_relax_rt_val.htm,net_profit=993.12;pf=1.51;expectancy=2.93;trades=339;win_rate=52.8;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,a_used=9844;b_fallback=0;no_tier_labelable=NA;max_dd=154.56;recovery=6.43;fill=604;reject=0;skip=42964;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_tier_a_only_s256_short_session_relax_oos,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_tier_a_only_s256_short_session_relax_oos,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_tier_a_only_s256_short_session_relax_oos,Tier A,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_session_relax_ta_oos.htm,net_profit=581.18;pf=1.56;expectancy=2.41;trades=241;win_rate=55.6;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,labelable=NA;feature_ready=7584;model_ok=7584;no_tier_labelable=NA;max_dd=111.66;recovery=5.2;fill=438;reject=0;skip=29753;subtypes=NA;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Tier A only standalone MT5 tester run.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_routed_s256_short_session_relax_oos,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_routed_s256_short_session_relax_oos,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_routed_s256_short_session_relax_oos,Tier A+B,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_session_relax_rt_oos.htm,net_profit=581.18;pf=1.56;expectancy=2.41;trades=241;win_rate=55.6;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,a_used=7584;b_fallback=0;no_tier_labelable=NA;max_dd=111.66;recovery=5.2;fill=438;reject=0;skip=29753;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_tier_a_only_s256_short_tight_margin_validation_is,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_tier_a_only_s256_short_tight_margin_validation_is,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_tier_a_only_s256_short_tight_margin_validation_is,Tier A,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_tight_margin_ta_val.htm,net_profit=1043.99;pf=1.48;expectancy=3.43;trades=304;win_rate=53.62;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,labelable=NA;feature_ready=9844;model_ok=9844;no_tier_labelable=NA;max_dd=150.93;recovery=6.92;fill=523;reject=0;skip=42964;subtypes=NA;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Tier A only standalone MT5 tester run.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_routed_s256_short_tight_margin_validation_is,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_routed_s256_short_tight_margin_validation_is,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_routed_s256_short_tight_margin_validation_is,Tier A+B,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_tight_margin_rt_val.htm,net_profit=1043.99;pf=1.48;expectancy=3.43;trades=304;win_rate=53.62;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,a_used=9844;b_fallback=0;no_tier_labelable=NA;max_dd=150.93;recovery=6.92;fill=523;reject=0;skip=42964;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_tier_a_only_s256_short_tight_margin_oos,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_tier_a_only_s256_short_tight_margin_oos,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_tier_a_only_s256_short_tight_margin_oos,Tier A,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_tight_margin_ta_oos.htm,net_profit=950.22;pf=1.69;expectancy=4.28;trades=222;win_rate=56.31;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,labelable=NA;feature_ready=7584;model_ok=7584;no_tier_labelable=NA;max_dd=153.31;recovery=6.2;fill=385;reject=0;skip=29753;subtypes=NA;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Tier A only standalone MT5 tester run.
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1__mt5_routed_s256_short_tight_margin_oos,256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain,run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,mt5_routed_s256_short_tight_margin_oos,run255A_stage255_stage254_nonbinding_source_followup_review_v1,mt5_routed_s256_short_tight_margin_oos,Tier A+B,trading_risk_execution,baseline_adapter_stage256_source_feature_branch,completed,open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final,stages/256_adapter_research__source_feature_branch_after_binding_lifecycle_no_gain/02_runs/run256A/mt5/reports/Project_Obsidian_Prime_v2_run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1_s256_short_tight_margin_rt_oos.htm,net_profit=950.22;pf=1.69;expectancy=4.28;trades=222;win_rate=56.31;decision=open_stage257_bounded_followup_due_to_source_feature_branch_tradeoff_candidate_not_final;external_status=completed;variant_count=5;target_surface=legacy_34d_kpi_lesson_only_v2_native_source_feature_filter_branch_after_binding_lifecycle_no_gain,a_used=7584;b_fallback=0;no_tier_labelable=NA;max_dd=153.31;recovery=6.2;fill=385;reject=0;skip=29753;next_stage=257_adapter_research__stage256_source_feature_followup_review;boundary=research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment;overall_goal_complete=0,completed,Actual routed total from one MT5 tester account path; not a synthetic sum.
